image,tot_root_length,width,depth,direction,n_primary,tot_prim_length,mean_prim_length,mean_prim_diameter,mean_lat_density,n_laterals, tot_lat_length,mean_lat_length,mean_lat_diameter,mean_lat_angle,tree_size,tree_magnitude,tree_altitude,tree_index
dicot-2D-13.543-1-1.398-0.01193-0.822-2.622-0.498-0.937-1.164-7.688-9-r213-9.rsml,5137.7954,461.0,940.0,285.25827,1,1003.0,1003.9371,25.045853,0.026909065,15,4130.0,275.59055,11.670618,43.293987,31,16.0,16.0,1.0
dicot-2D-13.571-1-1.307-0.00191-0.496-3.989-0.249-1.304-0.995-6.023-10-r184-10.rsml,4606.299,295.0,1580.0,273.52298,1,1653.0,1653.5433,18.567316,0.015639499,14,2950.0,210.91115,7.47593,35.774643,29,15.0,15.0,1.0
dicot-2D-13.626-1-1.383-0.01728-0.184-3.67-0.46-0.94-1.437-20.974-5-r114-5.rsml,413.3858,24.0,352.0,267.1898,1,413.0,413.3858,11.292096,0.0,0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0
dicot-2D-13.728-1-1.233-0.02641-0.855-3.295-0.831-0.562-1.448-25.449-9-r3-9.rsml,1889.7638,337.0,526.0,285.71704,1,590.0,590.55115,14.173806,0.025695499,8,1298.0,162.40158,7.1668596,49.691204,17,9.0,9.0,1.0
dicot-2D-13.746-1-1.106-0.02553-0.335-2.21-0.647-1.015-0.864-26.053-9-r325-9.rsml,3493.9834,172.0,1056.0,266.60428,1,1122.0,1122.0472,16.872042,0.031549994,14,2365.0,169.42397,4.110818,24.380644,29,15.0,15.0,1.0
dicot-2D-13.875-1-1.435-0.03005-0.323-3.237-0.522-0.998-0.873-8.268-9-r144-9.rsml,1886.8584,120.0,1054.0,241.2931,1,1122.0,1122.0472,13.609056,0.01743727,6,762.0,127.46853,3.7296996,25.837374,13,7.0,7.0,1.0
dicot-2D-13.934-1-1.201-0.01047-0.719-2.388-0.4-0.968-1.269-10.511-9-r314-9.rsml,5610.2363,596.0,994.0,253.68304,1,1062.0,1062.9921,23.169273,0.028364042,16,4543.0,284.20276,9.568487,50.15985,33,17.0,17.0,1.0
dicot-2D-14.165-1-1.075-0.01697-0.114-2.307-0.581-1.173-1.577-21.202-10-r147-10.rsml,2233.0894,132.0,1466.0,224.79857,1,1535.0,1535.4332,14.721258,0.019761482,7,694.0,99.66516,1.6147145,80.51189,15,8.0,8.0,1.0
dicot-2D-14.262-1-1.534-0.00644-0.337-4.515-0.392-1.206-1.208-11.067-6-r374-6.rsml,1122.0472,96.0,705.0,259.77606,1,767.0,767.71655,15.254419,0.028128464,3,354.0,118.11023,4.6108985,45.361813,7,4.0,4.0,1.0
dicot-2D-14.311-1-1.005-0.00584-0.899-3.453-0.103-0.233-1.305-28.042-6-r252-6.rsml,118.110245,2.0,58.0,266.61407,1,118.0,118.110245,2.7861214,0.0,0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0
dicot-2D-14.366-1-1.561-0.03025-0.132-3.042-0.608-0.716-1.21-8.088-10-r119-10.rsml,944.88165,45.0,880.0,269.0534,1,944.0,944.88165,8.790734,0.0,0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0
dicot-2D-14.377-1-1.503-0.03053-0.15-2.511-0.803-0.584-1.561-25.289-9-r481-9.rsml,649.6064,15.0,589.0,270.19366,1,649.0,649.6064,7.350376,0.0,0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0
dicot-2D-14.408-1-1.472-0.00661-0.824-2.093-0.309-1.277-1.05-18.484-6-r33-6.rsml,3661.418,313.0,754.0,277.52963,1,826.0,826.77155,23.600014,0.037924036,15,2832.0,188.9764,12.200705,33.509174,31,16.0,16.0,1.0
dicot-2D-14.491-1-1.236-0.0138-0.797-5.322-0.108-0.595-1.11-18.217-5-r412-5.rsml,295.27557,7.0,235.0,271.3334,1,295.0,295.27557,7.096009,0.0,0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0
dicot-2D-14.509-1-1.561-0.01701-0.352-4.481-0.157-0.711-1.689-23.167-7-r308-7.rsml,786.806,87.0,527.0,213.77586,1,590.0,590.5511,8.646441,0.0377892,2,196.0,98.12747,2.858329,86.174095,5,3.0,3.0,1.0
dicot-2D-14.513-1-1.015-0.01358-0.707-2.843-0.996-0.804-0.875-11.417-7-r362-7.rsml,1771.6534,111.0,588.0,295.6949,1,649.0,649.6063,18.242762,0.029780746,6,1121.0,187.00786,7.231755,30.603079,13,7.0,7.0,1.0
dicot-2D-14.761-1-1.169-0.02769-0.264-3.462-0.808-1.257-1.117-21.848-10-r253-10.rsml,4518.1636,309.0,1641.0,263.10687,1,1712.0,1712.5981,18.909105,0.023097329,17,2796.0,165.03326,3.950236,32.68519,35,18.0,18.0,1.0
dicot-2D-14.789-1-1.439-0.01608-0.462-3.981-0.856-1.292-1.481-10.926-9-r70-9.rsml,4311.024,380.0,1468.0,278.96744,1,1535.0,1535.4332,24.032274,0.016263524,13,2773.0,213.50697,7.1346116,58.71232,27,14.0,14.0,1.0
dicot-2D-14.796-1-1.556-0.00589-0.52-3.605-0.793-0.585-0.928-12.01-8-r222-8.rsml,867.3183,110.0,528.0,270.8923,1,590.0,590.55115,9.402106,0.046971817,2,276.0,138.38354,3.5901256,38.54146,5,3.0,3.0,1.0
dicot-2D-14.82-1-1.682-0.02301-0.193-5.587-0.763-1.177-1.636-10.043-7-r439-7.rsml,1198.6045,52.0,939.0,208.07118,1,1003.0,1003.9372,14.713118,0.030308446,2,193.0,97.33363,2.7482493,100.8222,5,3.0,3.0,1.0
dicot-2D-14.83-1-1.238-0.01235-0.482-2.445-0.789-0.222-1.667-15.854-6-r387-6.rsml,118.11023,7.0,58.0,262.31894,1,118.0,118.11023,2.7746887,0.0,0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0
dicot-2D-14.832-1-1.465-0.01513-0.36-5.715-0.227-0.648-1.576-16.635-9-r302-9.rsml,1153.0078,83.0,703.0,329.49753,1,767.0,767.7165,7.9686356,0.019753084,4,384.0,96.32283,2.6986563,73.55238,9,5.0,5.0,1.0
dicot-2D-14.866-1-1.12-0.00187-0.875-3.74-0.455-0.663-1.235-14.652-9-r498-9.rsml,2716.5354,276.0,706.0,302.1722,1,767.0,767.7165,14.305635,0.022638148,8,1947.0,243.60237,7.5680366,43.699417,17,9.0,9.0,1.0
dicot-2D-14.945-1-1.164-0.0259-0.35-4.448-0.121-1.555-1.616-29.638-8-r299-8.rsml,4783.4653,516.0,1525.0,270.2777,1,1594.0,1594.4883,19.698315,0.019034773,13,3186.0,245.30585,6.197586,63.79893,27,14.0,14.0,1.0
dicot-2D-15.048-1-1.677-0.00573-0.699-5.146-0.723-1.534-0.999-18.095-5-r409-5.rsml,1181.1024,168.0,686.0,306.2943,1,767.0,767.71655,24.778454,0.02467936,3,413.0,137.7953,11.988835,28.99378,7,4.0,4.0,1.0
